NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,R,DIST,STAR,MSTAR,RSTAR,TEFF,HD,HR,HIPP,GL
,mjupiter,au,day,,deg,jd,m/s,,,,,rjupiter,pc,,msun,rsun,k,,,,
HAT-P-35 b,1.05305,0.0497734,3.646706,0.025,248,2455576.604,120.7,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,1.332,535.045,HAT-P-35,1.236,1.435,6096,,,,
HD 99109 b,0.504198,1.10806,439.3,0.09,256,2451310,14.1,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,,49.9251,HD 99109,0.94,0.973205,5272.39,99109,,55664,
Kepler-5 b,2.11222,0.0506416,3.54846,0,90,2454955.90122,227.5,Koch 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.131K,Koch 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.131K,1.431,,Kepler-5,1.374,1.793,6297,,,,
HD 10647 b,0.925037,2.02175,1003,0.16,336,2450960,17.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,,17.4338,HD 10647,1.095,1.18569,6104.96,10647,,7978,
Kepler-28 c,0,0.0768547,8.98597,0,90,2454981.7277,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.303057,,Kepler-28,0.75,0.7,4590,,,,
upsilon And c,1.91855,0.830445,241.33335,0.223848,250.76,2454265.567,53.6229,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Butler 1999,http://adsabs.harvard.edu/abs/1999ApJ...526..916B,,13.4916,upsilon And,1.31,1.383,6212.65,9826,458,7513,61
WASP-12 b,1.34899,0.0225329,1.09142245,0.049,286,2454508.4837,226,Maciejewski 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..65M,Hebb 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1920H,1.79,,WASP-12,1.28,1.63,6300,,,,
HD 170469 b,0.668676,2.23538,1145,0.11,34,2451669,12,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,,62.7353,HD 170469,1.136,1.22117,5810,170469,,90593,
HD 88133 b,0.296108,0.0469104,3.41587,0.133,349,2453016.31,36.1,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Fischer 2005,http://adsabs.harvard.edu/abs/2005ApJ...620..481F,,81.4332,HD 88133,1.18,1.94267,5438,88133,,49813,
HD 196885 b,2.9439,2.54171,1333,0.48,78,2452554,53.9,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,Correia 2008,http://adsabs.harvard.edu/abs/2008A%26A...479..271C,,33.5233,HD 196885,1.23,1.29927,6254,196885,,101966,
24 Sex b,1.83564,1.4118,455.2,0.184,227,2454758,33.2,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,,77.4593,24 Sex,1.81,3.92062,5069,90043,,50887,
HD 190228 b,5.94193,2.60478,1136.1,0.531,101.2,2453522,91.4,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2003A%26A...410.1039P,Perrier 2003,http://adsabs.harvard.edu/abs/2003A%26A...410.1039P,,61.6143,HD 190228,1.821,1.73503,5347.98,190228,,98714,
OGLE-2006-BLG-109L b,,2.30586,1789.72,,,,17.4,Bennett 2010,http://adsabs.harvard.edu/abs/2010ApJ...713..837B,Gaudi 2008,http://adsabs.harvard.edu/abs/2008Sci...319..927G,,1510,OGLE-2006-BLG-109L,0.51,,,,,,
HD 181720 b,0.37199,1.84741,956,0.26,177,2453631,8.4,Santos 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..47S,Santos 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..47S,,58.072,HD 181720,0.92,1.2465,5781,181720,,95262,
55 Cnc c,0.164558,0.237305,44.38,0.07,356,2453083,10.12,Endl 2012,http://adsabs.harvard.edu/abs/2012ApJ...759...19E,Marcy 2002,http://adsabs.harvard.edu/abs/2004ApJ...614L..81M,,12.3411,55 Cnc,0.905,0.943,5196,75732,3522,43587,324
HD 156411 b,0.732711,1.87545,842.2,0.22,45,2454356,14,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,,54.7945,HD 156411,1.24,1.85525,5910,156411,,84787,
91 Aqr b,3.07016,0.688457,181.4,0.027,177.3,2453472.1,91.5,Mitchell 2013,http://adsabs.harvard.edu/abs/2013A%26A...555A..87M,Mitchell 2013,http://adsabs.harvard.edu/abs/2013A%26A...555A..87M,,45.9,91 Aqr,1.32,11,4681,219449,8841,114855,
HD 27894 b,0.617925,0.122117,17.990999,0.049,132.9,2453275.46,58.1,Moutou 2005,http://adsabs.harvard.edu/abs/2005A%26A...439..367M,Moutou 2005,http://adsabs.harvard.edu/abs/2005A%26A...439..367M,,43.8789,HD 27894,0.75,1.20255,4875,27894,,20277,
HD 156279 b,9.7848,0.494507,131.05,0.708,264.2,2455525.59,578,Diaz 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A.113D,Diaz 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A.113D,,36.6032,HD 156279,0.93,0.958138,5453,156279,,84171,
61 Vir d,0.0715929,0.474527,123.01,0.35,314,2453350.031126736,3.25,Vogt 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1366V,Vogt 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1366V,,8.55505,61 Vir,0.942,0.978547,5571,115617,5019,64924,
HD 179079 b,0.0837774,0.119635,14.476,0.115,357,2454400.5,6.64,Valenti 2009,http://adsabs.harvard.edu/abs/2009ApJ...702..989V,Valenti 2009,http://adsabs.harvard.edu/abs/2009ApJ...702..989V,,65.5308,HD 179079,1.09,1.33814,5724,179079,,94256,
OGLE-05-390L b,,2.72349,3500,,,,,Beaulieu 2006,http://adsabs.harvard.edu/abs/2006Natur.439..437B,Beaulieu 2006,http://adsabs.harvard.edu/abs/2006Natur.439..437B,,6500,OGLE-05-390L,0.22,,,,,,
WASP-4 b,1.22306,0.0230406,1.3382299,0,90,2454387.327787,240,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Wilson 2008,http://adsabs.harvard.edu/abs/2008ApJ...675L.113W,1.341,300.03,WASP-4,0.91,0.914,5500,,,,
HD 4113 b,1.64829,1.27266,526.62,0.903,317.7,2453778,97.1,Tamuz 2008,http://adsabs.harvard.edu/abs/2008A%26A...480L..33T,Tamuz 2008,http://adsabs.harvard.edu/abs/2008A%26A...480L..33T,,44.0529,HD 4113,0.99,1.07428,5688,4113,,3391,
HD 330075 b,0.623724,0.0392074,3.38773,0,0,2452878.815,107,Pepe 2004,http://adsabs.harvard.edu/abs/2004A%26A...423..385P,Pepe 2004,http://adsabs.harvard.edu/abs/2004A%26A...423..385P,,49.6032,HD 330075,0.7,1.20726,5017,330075,,77517,
HD 104985 b,4.9174,0.678014,199.505,0.09,203.5,2451927.5,166.8,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60..539S,Sato 2003,http://adsabs.harvard.edu/abs/2003ApJ...597L.157S,,97.0874,HD 104985,1.04,7.09522,4819,104985,,58952,
HD 87883 b,1.75571,3.57648,2754,0.53,291,2451139,34.7,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,,18.205,HD 87883,0.803,0.778353,4958,87883,,49699,
Kepler-81 c,,0.0885967,12.04,,,,,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,0.211,,Kepler-81,0.64,0.59,4500,,,,
HD 10180 g,0.0673813,1.42271,602,0,90,2454042.585,1.56,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,,39.0168,HD 10180,1.06,1.10851,5911,10180,,7599,
HD 66428 b,2.74962,3.14259,1973,0.465,152.9,2452139,48.3,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,,54.9149,HD 66428,1.061,0.979625,5752.03,66428,,39417,
HD 52265 b,1.07139,0.499878,119.29,0.325,243,2450833.7,42.1,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2000,http://adsabs.harvard.edu/abs/2000ApJ...545..504B,,28.9603,HD 52265,1.17,1.34703,6076.31,52265,2622,33719,
Kepler-75 b,9.98356,0.0807413,8.884924,0.569,63.6,2455002.991,1288,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...554A.114H,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,1.03,1140,Kepler-75,0.88,0.88,5330,,,,
Kepler-79 c,,0.183622,27.402,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X,0.247,,Kepler-79,1.1,1.1,6187,,,,
HD 16417 b,0.0669595,0.135435,17.24,0.2,77,2450099.74,5,O'Toole 2009,http://adsabs.harvard.edu/abs/2009ApJ...697.1263O,O'Toole 2009,http://adsabs.harvard.edu/abs/2009ApJ...697.1263O,,25.7798,HD 16417,1.115,1.45645,5817,16417,,12186,9088
Kepler-15 b,0.66177,0.0571382,4.942782,0.133933,293.311,2454967.27,78.7,Endl 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...13E,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.96,,Kepler-15,1.018,0.992,5515,,,,
HD 205739 b,1.48708,0.894939,279.8,0.27,301,2453390.7,42,Lopez-Morales 2008,http://adsabs.harvard.edu/abs/2008AJ....136.1901L,Lopez-Morales 2008,http://adsabs.harvard.edu/abs/2008AJ....136.1901L,,107.759,HD 205739,1.22,1.46292,6176,205739,,106824,
CoRoT-16 b,0.535943,0.0617874,5.35227,0.33,168.41,2454924.564,61.96,Ollivier 2012,http://adsabs.harvard.edu/abs/2012A%26A...541A.149O,Ollivier 2012,http://adsabs.harvard.edu/abs/2012A%26A...541A.149O,1.17,840,CoRoT-16,1.098,1.19,5650,,,,
HD 216770 b,0.646927,0.455837,118.45,0.37,281,2452672,30.9,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,,35.5745,HD 216770,0.9,1.03957,5423,216770,,113238,
HD 136418 b,1.9935,1.29111,464.3,0.255,12,2455228,44.7,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,,98.2318,HD 136418,1.33,3.83357,4972,136418,,74961,
Kepler-59 b,,0.103167,11.8681707,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.176486,,Kepler-59,1.04,0.94,6074,,,,
beta Pic b,8.99692,8.76034,7159,,,,,Chauvin 2012,http://adsabs.harvard.edu/abs/2012A%26A...542A..41C,Lagrange 2009,http://adsabs.harvard.edu/abs/2009A%26A...493L..21L,,19.3,beta Pic,1.75,,,39060,2020,27321,
GJ 163 d,0.0926098,1.03037,603.95116,0.373,2.064,2452876.6622,4.42,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,,15,GJ 163,0.4,,,,,19394,
HD 188015 b,1.46957,1.19018,461.2,0.137,222,2451787,37.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M,,57.0125,HD 188015,1.056,1.03281,5745.68,188015,,97769,
WASP-59 b,0.859026,0.0696866,7.919585,0.1,74,2455830.669,109.6,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,0.775,125,WASP-59,0.719,0.613,4650,,,,
WASP-54 b,0.630293,0.049881,3.6936411,0.067,62,2455518.091,73,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,1.653,200,WASP-54,1.213,1.828,6100,,,,
HAT-P-8 b,1.29241,0.0449613,3.076337,0,90,2454437.67582,153.1,Latham 2009,http://adsabs.harvard.edu/abs/2009ApJ...704.1107L,Latham 2009,http://adsabs.harvard.edu/abs/2009ApJ...704.1107L,1.5,230.001,HAT-P-8,1.28,1.58,6200,,,,
WASP-15 b,0.541448,0.0499436,3.7521,0,90,2454584.69819,63.4,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,West 2009,http://adsabs.harvard.edu/abs/2009AJ....137.4834W,1.379,,WASP-15,1.18,1.477,6300,,,,
HD 10180 d,0.0376549,0.128581,16.3567,0.143,292,2454005.3799,2.93,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,,39.0168,HD 10180,1.06,1.10851,5911,10180,,7599,
HD 9446 c,1.81548,0.65375,192.9,0.06,100,2454510,63.9,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A&A...513A..69H,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A&A...513A..69H,,52.356,HD 9446,1,0.919448,5793,9446,,7245,
XO-4 b,1.60219,0.05524,4.1250828,0,90,2454485.933323,168.6,Narita 2010,http://adsabs.harvard.edu/abs/2010PASJ...62L..61N,McCullough 2008,http://adsabs.harvard.edu/abs/2008arXiv0805.2921M,1.33,293,XO-4,1.32,,,,,,
WASP-48 b,0.969551,0.034488,2.143634,0,90,2455364.55043,136.02,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,1.67,,WASP-48,1.19,1.75,5920,,,,
HD 37124 b,0.674371,0.533637,154.378,0.054,130,2450305,28.5,Wright 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...93W,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V,,33.67,HD 37124,0.85,0.772275,5500.24,37124,,26381,209
WASP-32 b,3.441,0.0390315,2.718661,0,90,2455681.1945,478,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,Maxted 2010,http://adsabs.harvard.edu/abs/2010PASP..122.1465M,1.1,,WASP-32,1.07,1.09,6140,,,,
OGLE-TR-211 b,0.753425,0.0512842,3.67724,0,90,2453428.334,82,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U,1.36,,OGLE-TR-211,1.33,1.64,6325,,,,
gamma Cep b,1.51728,1.9793,905.574,0.12,49.6,2453121.925,27.5,Hatzes 2003,http://adsabs.harvard.edu/abs/2003ApJ...599.1383H,Campbell 1988,http://adsabs.harvard.edu/abs/1988ApJ...331..902C,,14.1024,gamma Cep,1.26,5.01,4764,222404,8974,116727,
Kepler-11 g,0,0.465624,118.3807,0,90,2455593.8021,,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,0.296741,,Kepler-11,0.961,1.1,5663,,,,
GJ 86 b,4.00104,0.114217,15.76491,0.0416,269,2451903.36,376.7,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Queloz 2000,http://adsabs.harvard.edu/abs/2000A%26A...354...99Q,,10.7828,GJ 86,0.796,0.748264,5150.54,13445,637,10138,86
HR 8799 e,,14.5253,16422,0,,,,Soummer 2011,http://adsabs.harvard.edu/abs/2011ApJ...741...55S,Marois 2010,http://adsabs.harvard.edu/abs/2010Natur.468.1080M,,39.4,HR 8799,1.516,1.44,7193,218396,8799,114189,
HD 8574 b,1.80603,0.757141,227,0.297,26.6,2453981,58.3,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Perrier 2003,http://adsabs.harvard.edu/abs/2003A%26A...410.1039P,,44.5633,HD 8574,1.122,1.42266,6049.74,8574,,6643,
MOA-2007-BLG-192L b,,,,,,,,Kubas 2012,http://adsabs.harvard.edu/abs/2012A%26A...540A..78K,Bennett 2008,http://adsabs.harvard.edu/abs/2008AAS...212.1012B,,660,MOA-2007-BLG-192L,0.084,,,,,,
HD 82886 b,1.30477,1.58126,705,0.066,347,2455200,28.7,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,125,HD 82886,1.06,3.83685,5112,82886,,47087,
HD 179949 b,0.902075,0.0439208,3.092514,0.022,192,2451002.36,112.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2001,http://adsabs.harvard.edu/abs/2001ApJ...551..507T,,27.5482,HD 179949,1.181,1.22645,6168.3,179949,7291,94645,749
HD 2952 b,1.62021,1.22755,311.6,0.129,64,2450112,26.3,Sato 2013,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S,Sato 2013,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S,,115.207,HD 2952,2.54,11.4311,4844,2952,135,2611,
MOA-2009-BLG-319L b,,,,,,,,Miyake 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..120M,Miyake 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..120M,,6100,MOA-2009-BLG-319L,0.38,,,,,,
HIP 14810 c,1.27518,0.545404,147.76916,0.153155,327.286,2454671.631,49.8989,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...699L..97W,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W,,53.4474,HIP 14810,0.99,1.31998,5485,,,14810,
HD 28678 b,1.8997,1.31659,387.1,0.168,128,2455517,33.5,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,227,HD 28678,2.03,6.33673,5052,28678,,21109,
WASP-56 b,0.605178,0.056145,4.617101,0,90,2455730.799,69,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,1.092,255,WASP-56,1.107,1.112,5600,,,,
Kepler-18 c,0.054387,0.0752115,7.64159,0.000338541,30.7316,2455165.831,,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.489785,,Kepler-18,0.972,1.108,5383,,,,
CoRoT-8 b,0.215994,0.0633825,6.21229,0,90,2454238.9743,26,Borde 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..66B,Borde 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..66B,0.57,380.228,CoRoT-8,0.88,0.77,5080,,,,
HD 96167 b,0.68457,1.34724,498.9,0.71,285,2453057,20.8,Peek 2009,http://adsabs.harvard.edu/abs/2009PASP..121..613P,Peek 2009,http://adsabs.harvard.edu/abs/2009PASP..121..613P,,86.9565,HD 96167,1.31,1.98284,5770,96167,,54195,
HD 43197 b,0.596868,0.918027,327.8,0.83,251,2454713.8,32.4,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,,56.3063,HD 43197,0.96,1.19673,5508,43197,,29550,
HD 37605 c,3.36552,3.81754,2720,0.013,221,2454838,48.9,Wang 2012,http://adsabs.harvard.edu/abs/2012ApJ...761...46W,Wang 2012,http://adsabs.harvard.edu/abs/2012ApJ...761...46W,,43.9754,HD 37605,1,0.916831,5448,37605,,26664,
Kepler-81 b,,0.0554099,5.955,,,,,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,0.216,,Kepler-81,0.64,0.59,4500,,,,
HD 183263 b,3.57445,1.49006,626.516,0.35672,233.532,2452111.688,84.0443,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M,,55.0964,HD 183263,1.121,1.11717,5936.41,183263,,95740,
Kepler-32 c,0,0.0676835,8.7522,0,90,2454977.378,,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.1784,303,Kepler-32,0.54,0.53,3793,,,,
Kepler-23 b,0,0.0749015,7.10664,0,90,2454971.3022,,Ford 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..113F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.169356,,Kepler-23,1.11,1.52,5760,,,,
WASP-23 b,0.871881,0.037022,2.9444256,0,,,145.8,Triaud 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..24T,Triaud 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..24T,0.962,,WASP-23,0.78,0.765,5150,,,,
11 Com b,16.1284,1.17872,326.03,0.231,94.8,2452899.6,302.8,Liu 2008,http://adsabs.harvard.edu/abs/2008ApJ...672..553L,Liu 2008,http://adsabs.harvard.edu/abs/2008ApJ...672..553L,,88.8889,11 Com,2.04,12.0698,4830,107383,4697,60202,
HD 145377 b,5.78201,0.450064,103.95,0.307,138.1,2454635.4,242.7,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,,55.0358,HD 145377,1.12,1.00052,6046,145377,,79346,
CoRoT-25 b,0.26487,0.0577982,4.86069,0,90,2454576.2156,30,Almenara 2013,http://adsabs.harvard.edu/abs/2013A%26A...555A.118A,Almenara 2013,http://adsabs.harvard.edu/abs/2013A%26A...555A.118A,1.08,1000,CoRoT-25,1.09,1.19,6040,,,,
omicron CrB b,1.47736,0.826048,187.83,0.191,79,2452211,32.25,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,,82.7815,omicron CrB,2.13,10.5,4749,136512,5709,75049,
OGLE-TR-132 b,1.16945,0.0303507,1.689868,0,90,2453142.5912,167,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Bouchy 2004,http://adsabs.harvard.edu/abs/2004A%26A...421L..13B,1.2,172.414,OGLE-TR-132,1.305,1.32,6210,,,,
beta Gem b,2.75822,1.75739,589.64001,0.02,354.58,2447739.02,41,Hatzes 2006,http://adsabs.harvard.edu/abs/2006A%26A...457..335H,Hatzes 1993,http://adsabs.harvard.edu/abs/1993ApJ...413..339H,,10.3584,beta Gem,2.08,8.15609,4935,62509,2990,37826,286
Pr 201 b,0.540155,0.0565986,4.4264,0,90,2455992.861,58.1,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..33Q,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..33Q,,170,Pr 201,1.234,1.12943,6174,,,,
WASP-52 b,0.45566,0.0271336,1.7497798,0,90,2455793.68143,84.3,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,1.27,140,WASP-52,0.87,0.79,5000,,,,
47 UMa b,2.54589,2.10149,1078,0.032,334,2451917,48.4,Gregory 2010,http://adsabs.harvard.edu/abs/2010MNRAS.403..731G,Butler 1996,http://adsabs.harvard.edu/abs/1996ApJ...464L.153B,,14.0627,47 UMa,1.063,1.11869,5882.31,95128,4277,53721,407
HD 240210 b,7.28868,1.33364,501.75,0.15,277.49,2454486.76,161.89,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N,,142.857,HD 240210,1.25,17.2701,4290,240210,,,
Kepler-77 b,0.430694,0.0450195,3.57878087,0,90,2455095.865727,59.2,Gandolfi 2013,http://adsabs.harvard.edu/abs/2013A%26A...557A..74G,Gandolfi 2013,http://adsabs.harvard.edu/abs/2013A%26A...557A..74G,0.96,570,Kepler-77,0.95,0.99,5520,,,,
HD 109749 b,0.27467,0.0629198,5.24,0,0,2453013.55,28.3,Fischer 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F,Fischer 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F,,56.2746,HD 109749,1.21,1.10733,5903,109749,,61595,
HD 45364 c,0.658513,0.897549,342.85,0.0974,7.41,2453250.376643117,21.92,Correia 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..521C,Correia 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..521C,,32.6904,HD 45364,0.82,1.02464,5434,45364,,30579,
WASP-50 b,1.46438,0.0294714,1.9550959,0.009,44,2455561.549,256.6,Gillon 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..88G,Gillon 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..88G,1.153,230,WASP-50,0.892,0.843,5400,,,,
Kepler-87 c,0.0200995,0.67057,191.2318,0.039,223.2,2456193.705981,,Ofir 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.2064O,Ofir 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.2064O,0.549,,Kepler-87,1.1,1.82,5600,,,,
GJ 3470 b,0.0439856,0.0356088,3.336649,0,90,2456340.72559,9.01,Bonfils 2012,http://adsabs.harvard.edu/abs/2012A%26A...546A..27B,Bonfils 2012,http://adsabs.harvard.edu/abs/2012A%26A...546A..27B,0.374365,,GJ 3470,0.541,0.503,3600,,,,3470
HD 96127 b,4.00701,1.42112,647.3,0.3,162,2453969.4,104.8,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,,483.092,HD 96127,0.91,23.2289,4152,96127,,54232,
HD 17156 b,3.30035,0.163197,21.21663,0.6819,121.9,2454757.00787,279.8,Barbieri 2009,http://adsabs.harvard.edu/abs/2009A%26A...503..601B,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,1.02,75.0188,HD 17156,1.285,1.507,6079,17156,,13192,
HD 16760 b,13.2921,1.08727,465.1,0.067,232,2454723,408,Sato 2009,http://adsabs.harvard.edu/abs/2009ApJ...703..671S,Sato 2009,http://adsabs.harvard.edu/abs/2009ApJ...703..671S,,45.4545,HD 16760,0.78,0.909718,5620,16760,,12638,
HD 30562 b,1.33254,2.34083,1157,0.76,81,2450131.5,33.7,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,,26.4201,HD 30562,1.277,1.39121,5936,30562,1536,22336,177.1
